APÓLICE;NUMERO_PI;Municipio;UF;LATITUDE;LONGITUDE;CULTURA;STATUS;NOME;ÁREA GARANTIDA (ha)
7257435414;4193046207;VARJÃO DE MINAS;MG;-18,3741;-46,0313;BATATA;ATIVA;ZÉ DA BATATA;64,55
3895767232;7601803742;DOM BASÍLIO;BA;-13,7565;-41,7677;MILHO;ATIVA;ZÉ DO TRIGO;457,34
7462081965;1946572823;MOGI MIRIM;SP;-22,4332;-46,9532;SOJA;ATIVA;DONA LÚCIA DA CEBOLA;196,07
3799602842;5760092278;PONTO DOS VOLANTES;MG;-16,7473;-41,5025;MAÇÃ;ATIVA;JUJU DO ALGODÃO;80,93
4519132130;3034203311;GUAPÓ;GO;-16,8297;-49,5345;BATATA;ATIVA;DONA LÚCIA DA CEBOLA;3,95
7211353946;3942747969;COLÔNIA DO GURGUÉIA;PI;-8,1837;-43,794;MAÇÃ;ATIVA;MANÉ DA BATATA;387,25
8058656031;7077600313;COARACI;BA;-14,637;-39,5556;BATATA;ATIVA;ROSINHA DO CAFÉ;144,28
2387022772;6902369130;SALGADO;SE;-11,0288;-37,4804;MILHO;ATIVA;MARIAZINHA DA SOJA;223,71
1387099796;5918496784;ITAPIRATINS;TO;-8,37982;-48,1072;BATATA;ATIVA;ROSINHA DA SOJA;479,77
8288211543;5376817241;NATAL;RN;-5,79357;-35,1986;MAÇÃ;ATIVA;ZÉ DO CAFÉ;186,63
4581970236;4016044218;IGAPORÃ;BA;-13,774;-42,7155;TRIGO;ATIVA;MARIAZINHA DO MILHO;166,7
5179119197;2267352545;ESPÍRITO SANTO DO DOURADO;MG;-22,0454;-45,9548;MAÇÃ;ATIVA;SEU PEDRO DA SOJA;253,37
5670324914;7082606810;ARCOS;MG;-20,2863;-45,5373;MILHO;ATIVA;TONHÃO DA SOJA;88,05
5584674779;6912482559;JOCA MARQUES;PI;-3,4804;-42,4255;BATATA;ATIVA;JUJU DA SOJA;329,74
1213405910;5122307815;ESTRELA;RS;-29,5002;-51,9495;SOJA;ATIVA;CHIQUINHA DA SOJA;101,27
6279810052;3291322508;TRÊS PALMEIRAS;RS;-27,6139;-52,8437;SOJA;ATIVA;TONHÃO DO TRIGO;336,84
4194758631;1735683513;SANTA RITA;MA;-3,14241;-44,3211;SOJA;ATIVA;JUJU DO ALGODÃO;370,29
1088624585;5263079222;RUBELITA;MG;-16,4053;-42,261;MAÇÃ;ATIVA;LURDINHA DO ARROZ;29,88
4664519733;8445376987;PENHA;SC;-26,7754;-48,6465;MAÇÃ;ATIVA;CHIQUINHA DA SOJA;256,84
5601903964;8204561732;JAÇANÃ;RN;-6,41856;-36,2031;TRIGO;ATIVA;DONA LÚCIA DO TRIGO;126,79
6098510560;7976510623;SÃO JOSÉ DOS BASÍLIOS;MA;-5,05493;-44,5809;MAÇÃ;ATIVA;DONA LÚCIA DO ARROZ;134,19
1379835716;4609947020;BARROS CASSAL;RS;-29,0947;-52,5836;BATATA;ATIVA;ROSINHA DA CEBOLA;205,88
7834968586;1837958888;CABEDELO;PB;-6,98731;-34,8284;TRIGO;ATIVA;MANÉ DO MILHO;240,74
4991606421;7800379146;LUÍS DOMINGUES;MA;-1,27492;-45,867;MAÇÃ;ATIVA;SEU PEDRO DO TOMATE;197,35
8851269129;1750004778;TAPAUÁ;AM;-5,62085;-63,1808;MAÇÃ;ATIVA;DONA LÚCIA DO MILHO;200,22
5080192283;6748461741;SANTANA DOS GARROTES;PB;-7,38162;-37,9819;SOJA;ATIVA;JUJU DO MILHO;457,26
5594324053;7690119990;LAJE;BA;-13,1673;-39,4213;MAÇÃ;ATIVA;CHIQUINHA DA BATATA;46,73
8223095451;7882990124;PAES LANDIM;PI;-7,77375;-42,2474;SOJA;ATIVA;MARIAZINHA DA BATATA;141,68
5632303676;2578183833;PEQUI;MG;-19,6284;-44,6604;TRIGO;ATIVA;MANÉ DO CAFÉ;30,82
7274111926;6498212028;DIVINÓPOLIS;MG;-20,1446;-44,8912;MAÇÃ;ATIVA;TONHÃO DA CEBOLA;480,46
3925080014;7572273398;PRADÓPOLIS;SP;-21,3626;-48,0679;TRIGO;ATIVA;SEU PEDRO SOJINHA;300,19
3799931180;7832748001;ICARAÍ DE MINAS;MG;-16,214;-44,9034;MILHO;ATIVA;DONA LÚCIA SOJINHA;121,95
2594183923;5292149106;ITAQUIRAÍ;MS;-23,4779;-54,187;SOJA;ATIVA;SEU PEDRO SOJINHA;358,95
5314163642;5054437940;NOVA HARTZ;RS;-29,5808;-50,9051;MAÇÃ;ATIVA;MANÉ DA SOJA;248,07
3513757804;9030643062;BELMIRO BRAGA;MG;-21,944;-43,4084;MAÇÃ;ATIVA;SEU PEDRO DO CAFÉ;210,59
3789544494;5453124711;GUARANÉSIA;MG;-21,3009;-46,7964;MAÇÃ;ATIVA;LURDINHA DO TRIGO;428,07
9024293308;5572311605;DESTERRO;PB;-7,287;-37,0925;MAÇÃ;ATIVA;SEU PEDRO DA SOJA;191,21
5356539227;5853170400;ARACAJU;SE;-10,9091;-37,0677;BATATA;ATIVA;JUJU DO MILHO;369,21
1113854765;1985767902;GUAJARÁ-MIRIM;RO;-10,7889;-65,3296;SOJA;ATIVA;ROSINHA DA CEBOLA;487,64
8774041991;8629508614;TURVOLÂNDIA;MG;-21,8733;-45,7859;TRIGO;ATIVA;LURDINHA DO ARROZ;379,68
6718829500;6068883978;MOMBUCA;SP;-22,9285;-47,559;TRIGO;ATIVA;LURDINHA DO ARROZ;163
5636728957;4797778895;ESCADA;PE;-8,35672;-35,2241;TRIGO;ATIVA;MANÉ DO TRIGO;129,27
5626682607;2993206020;CARMÓPOLIS;SE;-10,6449;-36,9887;MAÇÃ;ATIVA;DONA LÚCIA SOJINHA;40,38
4540258262;2320911680;UBAPORANGA;MG;-19,6351;-42,1059;TRIGO;ATIVA;TONHÃO DA BATATA;398,83
3119159406;8668332053;HONÓRIO SERPA;PR;-26,139;-52,3848;MAÇÃ;ATIVA;JOÃOZINHO DO ARROZ;407,16
7185986068;2024983564;SANTA RITA DE CÁSSIA;BA;-11,0063;-44,5255;TRIGO;ATIVA;CHIQUINHA DO ALGODÃO;373,92
4683305234;1075064213;SÃO JOSÉ DOS BASÍLIOS;MA;-5,05493;-44,5809;MAÇÃ;ATIVA;JOÃOZINHO DA CEBOLA;116,72
6382120218;8821205862;SANTO ANTÔNIO DE GOIÁS;GO;-16,4815;-49,3096;TRIGO;ATIVA;DONA LÚCIA DO ALGODÃO;124,04
3450026638;2395229871;SÃO JOSÉ DO CERRITO;SC;-27,6602;-50,5733;MAÇÃ;ATIVA;JUJU SOJINHA;148,19
3250840016;7805931372;CANARANA;BA;-11,6858;-41,7677;SOJA;ATIVA;DONA LÚCIA DO CAFÉ;189,4
7165559887;2626917565;VÁRZEA;RN;-6,34641;-35,3732;MAÇÃ;ATIVA;BETO DO CAFÉ;461,96
4927918395;1601955850;JANDIRA;SP;-23,5275;-46,9023;MAÇÃ;ATIVA;LURDINHA SOJINHA;381,39
7836242224;9412451853;PALMÁCIA;CE;-4,13831;-38,8446;TRIGO;ATIVA;TONHÃO DA SOJA;113,85
9516592690;2488044646;SÃO JOÃO;PR;-25,8214;-52,7252;BATATA;ATIVA;DONA LÚCIA SOJINHA;445,3
8247750369;9935411432;UBAPORANGA;MG;-19,6351;-42,1059;MAÇÃ;ATIVA;JUJU DA CEBOLA;354,31
8786706961;2639732674;CHAPADA DO NORTE;MG;-17,0881;-42,5392;MILHO;ATIVA;JUJU SOJINHA;137,75
4826317890;2034981305;SORRISO;MT;-12,5425;-55,7211;SOJA;ATIVA;SEU PEDRO DA SOJA;222,74
7133882114;1273936090;POLONI;SP;-20,7829;-49,8258;SOJA;ATIVA;LURDINHA DO ARROZ;298,22
9624997567;1517858362;COTEGIPE;BA;-12,0228;-44,2566;SOJA;ATIVA;ROSINHA SOJINHA;318,65
3150888201;3843616721;BELA VISTA;MS;-22,1073;-56,5263;MAÇÃ;ATIVA;CHIQUINHA SOJINHA;390,44
7552046517;1619456733;ITAPIRAPUÃ PAULISTA;SP;-24,572;-49,1661;MAÇÃ;ATIVA;JOÃOZINHO DA BATATA;59,2
8910809022;3333206197;CHAPADA DA NATIVIDADE;TO;-11,6175;-47,7486;SOJA;ATIVA;ZÉ DA BATATA;130,41
9150908713;6940051999;IBATEGUARA;AL;-8,97823;-35,9373;MILHO;ATIVA;DONA LÚCIA DA BATATA;280,99
3073341358;1739729432;SOLONÓPOLE;CE;-5,71894;-39,0107;BATATA;ATIVA;MANÉ DA CEBOLA;303,4
1308198749;2625057371;APIACÁS;MT;-9,53981;-57,4587;MILHO;ATIVA;ROSINHA DO TOMATE;282,58
8235809075;6820622810;TUNÁPOLIS;SC;-26,9681;-53,6417;SOJA;ATIVA;JOÃOZINHO DA CEBOLA;212,04
8249732272;8584883720;GAROPABA;SC;-28,0275;-48,6192;MILHO;ATIVA;JUJU DA SOJA;117,41
2724543552;9552364929;SANTÓPOLIS DO AGUAPEÍ;SP;-21,6376;-50,5044;MILHO;ATIVA;ZÉ DO TRIGO;483,59
6600092371;8599687439;CHOROZINHO;CE;-4,28873;-38,4986;SOJA;ATIVA;ROSINHA DO TOMATE;383,04
8343054596;4016346855;SÃO MARTINHO DA SERRA;RS;-29,5397;-53,859;MAÇÃ;ATIVA;CHIQUINHA SOJINHA;176,19
8511275536;3294243496;CANTAGALO;PR;-25,3734;-52,1198;BATATA;ATIVA;JUJU DO MILHO;451,55
8931053380;4958492871;CAMALAÚ;PB;-7,88503;-36,8242;MAÇÃ;ATIVA;JUJU DO ALGODÃO;25,44
3530529312;6692868476;CAIÇARA DO NORTE;RN;-5,07091;-36,0717;MILHO;ATIVA;ZÉ SOJINHA;238,14
6928590697;1276405464;LAVANDEIRA;TO;-12,7847;-46,5099;MILHO;ATIVA;BETO DO CAFÉ;190,35
6159414745;8715705647;ACARI;RN;-6,4282;-36,6347;TRIGO;ATIVA;MARIAZINHA DO TOMATE;402,48
9768786450;4585455752;SANTO ANTÔNIO DOS LOPES;MA;-4,86613;-44,3653;SOJA;ATIVA;ZÉ DO TOMATE;88,18
1463818329;6619232283;MORRO REDONDO;RS;-31,5887;-52,6261;MILHO;ATIVA;MANÉ DO TOMATE;73,73
7925990757;1327090101;ITAOBIM;MG;-16,5571;-41,5017;BATATA;ATIVA;MANÉ DO ARROZ;322,55
2820413601;2158560497;SÃO JOSÉ DOS QUATRO MARCOS;MT;-15,6276;-58,1772;TRIGO;ATIVA;CHIQUINHA DA SOJA;323,97
9487408121;7107070706;BOM JESUS DO GALHO;MG;-19,836;-42,3165;SOJA;ATIVA;LURDINHA DO ARROZ;95,29
1900536531;4680871691;APUAREMA;BA;-13,8542;-39,7501;SOJA;ATIVA;CHIQUINHA DO MILHO;207,2
6700350714;5903575483;SÃO LUÍS DE MONTES BELOS;GO;-16,5211;-50,3726;TRIGO;ATIVA;TONHÃO SOJINHA;231,29
8468811166;5002700325;PEREIRAS;SP;-23,0804;-47,972;BATATA;ATIVA;MARIAZINHA DO CAFÉ;331,92
1244689543;6208866465;BREJÃO;PE;-9,02915;-36,566;BATATA;ATIVA;DONA LÚCIA DO TOMATE;488,3
6936738020;8017497163;UAUÁ;BA;-9,83325;-39,4794;SOJA;ATIVA;JUJU DA SOJA;433,38
3833073845;3463598689;SIDERÓPOLIS;SC;-28,5955;-49,4314;SOJA;ATIVA;ROSINHA DO ALGODÃO;192,22
9963329705;1667964386;ITAVERAVA;MG;-20,6769;-43,6141;MILHO;ATIVA;BETO DA BATATA;195,27
3352820195;1609091446;JAMBEIRO;SP;-23,2522;-45,6942;TRIGO;ATIVA;MANÉ DA CEBOLA;252,27
2859168261;2065141349;TAILÂNDIA;PA;-2,94584;-48,9489;SOJA;ATIVA;ROSINHA DO TRIGO;210,56
3195846001;3334231963;AÇU;RN;-5,58362;-36,914;MILHO;ATIVA;MARIAZINHA DO ARROZ;229,55
6153947385;4972426324;CALDAS BRANDÃO;PB;-7,1025;-35,3272;TRIGO;ATIVA;LURDINHA SOJINHA;86,83
7788914088;2903269209;MOCOCA;SP;-21,4647;-47,0024;SOJA;ATIVA;LURDINHA DO ALGODÃO;71,03
4473841070;8161103466;PRADOS;MG;-21,0597;-44,0778;BATATA;ATIVA;LURDINHA DA CEBOLA;176,16
4433272473;5906900209;MATA ROMA;MA;-3,62035;-43,1112;MAÇÃ;ATIVA;MARIAZINHA DO TRIGO;51,88
5488596585;8877434111;JALES;SP;-20,2672;-50,5494;MILHO;ATIVA;MANÉ DO TOMATE;62,49
1359887599;3691562525;SÃO GERALDO DO ARAGUAIA;PA;-6,39471;-48,5592;BATATA;ATIVA;JUJU DO TOMATE;386,76
2966547466;9042993586;PARAZINHO;RN;-5,22276;-35,8398;SOJA;ATIVA;JUJU DO CAFÉ;442,06
2841985579;9346398743;PALMÓPOLIS;MG;-16,7364;-40,4296;SOJA;ATIVA;LURDINHA DA SOJA;465,04
1636322096;8822185598;CRISTAIS;MG;-20,8733;-45,5167;SOJA;ATIVA;SEU PEDRO DO ALGODÃO;54
9865906680;7013235970;SÃO MIGUEL DA BOA VISTA;SC;-26,687;-53,2511;TRIGO;ATIVA;ROSINHA DO TOMATE;293,8
9747821479;6449295258;NOVA OLINDA DO MARANHÃO;MA;-2,84227;-45,6953;MILHO;ATIVA;BETO DO ALGODÃO;263,8
2841250226;8565865195;BARRA DE SÃO MIGUEL;PB;-7,74603;-36,3209;BATATA;ATIVA;CHIQUINHA DO ALGODÃO;367,76
8736980157;3507290087;AFONSO CUNHA;MA;-4,13631;-43,3275;BATATA;ATIVA;MARIAZINHA DO ALGODÃO;8,04
6535189507;1684512797;NOVA LUZITÂNIA;SP;-20,856;-50,2617;TRIGO;ATIVA;SEU PEDRO DA BATATA;67,74
5109744842;2896441930;CAIÇARA DO RIO DO VENTO;RN;-5,76541;-35,9938;TRIGO;ATIVA;SEU PEDRO DO MILHO;242
5818860064;2388559685;MACHADOS;PE;-7,68827;-35,5114;MILHO;ATIVA;ROSINHA DO MILHO;190,57
9227356184;5204367278;INGAZEIRA;PE;-7,66909;-37,4576;BATATA;ATIVA;LURDINHA DO MILHO;244,95
9090956158;1123786644;CARATINGA;MG;-19,7868;-42,1292;SOJA;ATIVA;MARIAZINHA DA CEBOLA;198,43
6126779283;9417814196;FORMOSA DO RIO PRETO;BA;-11,0328;-45,193;SOJA;ATIVA;MANÉ DO MILHO;402,06
5110560110;4536023408;MUANÁ;PA;-1,53936;-49,2224;SOJA;ATIVA;MARIAZINHA DO MILHO;409,74
6870379479;3163122473;SÍTIO NOVO;MA;-5,87601;-46,7033;MILHO;ATIVA;BETO DA CEBOLA;77,01
3019201157;5665096575;MONTE NEGRO;RO;-10,2458;-63,29;TRIGO;ATIVA;ZÉ DO ALGODÃO;93,32
3959222464;2776088898;MIRANTE DO PARANAPANEMA;SP;-22,2904;-51,9084;BATATA;ATIVA;TONHÃO DO CAFÉ;410,33
7062852749;7862608579;PALMAS;PR;-26,4839;-51,9888;TRIGO;ATIVA;SEU PEDRO DO TOMATE;247,52
4756370718;9572653566;PIEDADE DO RIO GRANDE;MG;-21,469;-44,1938;BATATA;ATIVA;JOÃOZINHO DO MILHO;184,42
6603509990;7946305508;MANHUMIRIM;MG;-20,3591;-41,9589;SOJA;ATIVA;SEU PEDRO DO TRIGO;420,9
4907731007;2606050989;OLIVENÇA;AL;-9,51954;-37,1954;BATATA;ATIVA;JUJU DO TRIGO;284,8
6293204444;2416137210;PAIÇANDU;PR;-23,4555;-52,046;TRIGO;ATIVA;TONHÃO DO TOMATE;55,59
1266705719;3308902044;CAMPOS BORGES;RS;-28,8871;-53,0008;MAÇÃ;ATIVA;BETO DO ALGODÃO;375,94
5703841078;3188395174;REDENÇÃO DO GURGUÉIA;PI;-9,47937;-44,5811;SOJA;ATIVA;MARIAZINHA DA BATATA;190,4
1364075658;6363460775;SENADOR AMARAL;MG;-22,5869;-46,1763;TRIGO;ATIVA;MANÉ DA BATATA;204,14
6887101263;9488660527;PRESIDENTE KUBITSCHEK;MG;-18,6193;-43,5628;SOJA;ATIVA;DONA LÚCIA SOJINHA;167,16
9368801757;5975855979;RIBEIRÃO VERMELHO;MG;-21,1879;-45,0637;MILHO;ATIVA;ROSINHA DO TRIGO;231,15
6030707265;1946416496;ERERÊ;CE;-6,02751;-38,3461;MILHO;ATIVA;MANÉ DO ALGODÃO;183,7
8324227391;4700626488;VILA FLORES;RS;-28,8598;-51,5504;SOJA;ATIVA;SEU PEDRO DA BATATA;299,85
3234969859;3914145822;SÃO GERALDO DO ARAGUAIA;PA;-6,39471;-48,5592;MILHO;ATIVA;BETO DO TRIGO;470,5
5908961717;3443049415;PORTO FERREIRA;SP;-21,8498;-47,487;MAÇÃ;ATIVA;MANÉ DA SOJA;271,95
1422373656;3065783036;CAMOCIM;CE;-2,9005;-40,8544;SOJA;ATIVA;JOÃOZINHO DA CEBOLA;174,04
4877470478;2585476717;PARANATINGA;MT;-14,4265;-54,0524;MAÇÃ;ATIVA;SEU PEDRO DO MILHO;91,08
1226207903;7836989915;NACIP RAYDAN;MG;-18,4544;-42,2481;TRIGO;ATIVA;SEU PEDRO DO TOMATE;350,68
1108637002;3333288920;GUAÍRA;SP;-20,3196;-48,312;MILHO;ATIVA;CHIQUINHA DO ALGODÃO;109,43
2184566624;3859333490;FRANCO DA ROCHA;SP;-23,3229;-46,729;TRIGO;ATIVA;ZÉ DO CAFÉ;77
3489084299;3005196932;MIGUEL LEÃO;PI;-5,68077;-42,7436;BATATA;ATIVA;SEU PEDRO SOJINHA;209,89
6879367956;9019602101;BUENOS AIRES;PE;-7,72449;-35,3182;MILHO;ATIVA;DONA LÚCIA DO TOMATE;354,37
6798817560;7135819296;BUENÓPOLIS;MG;-17,8744;-44,1775;BATATA;ATIVA;MANÉ DA BATATA;79,56
6641883812;8171118874;FLORESTÓPOLIS;PR;-22,8623;-51,3882;TRIGO;ATIVA;ZÉ DA CEBOLA;205,04
4599141319;3983755542;URÂNIA;SP;-20,2455;-50,6455;MILHO;ATIVA;TONHÃO SOJINHA;359,15
3896526731;3974084157;IPUPIARA;BA;-11,8219;-42,6179;BATATA;ATIVA;SEU PEDRO DA SOJA;65,53
3378292341;6069922815;PARDINHO;SP;-23,0841;-48,3679;BATATA;ATIVA;ROSINHA DO MILHO;319,52
9186792291;9108906091;DONA EMMA;SC;-26,981;-49,7261;MILHO;ATIVA;JUJU DO CAFÉ;444,33
1984089253;7570058854;TARTARUGALZINHO;AP;1,50652;-50,9087;BATATA;ATIVA;MARIAZINHA DO TRIGO;267,73
3247686977;9876591656;CAMPO REDONDO;RN;-6,23829;-36,1888;BATATA;ATIVA;JOÃOZINHO DO ALGODÃO;49,49
1170891607;6172801228;PAULO JACINTO;AL;-9,36792;-36,3672;BATATA;ATIVA;ROSINHA DO ALGODÃO;376,82
3045407094;4508870636;NOVA TEBAS;PR;-24,438;-51,9454;MAÇÃ;ATIVA;JOÃOZINHO DO ARROZ;479,71
5472568504;2695064408;BARRA DO CHOÇA;BA;-14,8654;-40,5791;BATATA;ATIVA;CHIQUINHA SOJINHA;133
6170308452;1802236484;BELMONTE;BA;-15,8608;-38,8758;MILHO;ATIVA;CHIQUINHA DO ARROZ;37,18
4566773783;8556074671;CAPÃO BONITO;SP;-24,0113;-48,3482;MILHO;ATIVA;SEU PEDRO DA CEBOLA;143,83
9568209773;8924533168;PASSAGEM;PB;-7,13467;-37,0433;MAÇÃ;ATIVA;DONA LÚCIA DA CEBOLA;22,3
3300365852;2015837862;SANTA MARIA DO TOCANTINS;TO;-8,8046;-47,7887;MILHO;ATIVA;JOÃOZINHO DO CAFÉ;308,52
6903717226;8025526315;CAMPO ALEGRE DO FIDALGO;PI;-8,38236;-41,8344;TRIGO;ATIVA;LURDINHA DO ARROZ;46,45
9923636892;8969650928;BOM JESUS DO TOCANTINS;TO;-8,96306;-48,165;TRIGO;ATIVA;ZÉ DO ALGODÃO;202,02
4094817138;8548552392;POÇOS DE CALDAS;MG;-21,78;-46,5692;MAÇÃ;ATIVA;TONHÃO DO TRIGO;187,88
4433615297;8062932894;SANTA ROSA DO PIAUÍ;PI;-6,79581;-42,2814;MILHO;ATIVA;TONHÃO DO TRIGO;179,4
4412306014;3371515724;MARECHAL THAUMATURGO;AC;-8,93898;-72,7997;MAÇÃ;ATIVA;SEU PEDRO SOJINHA;19,1
4601445671;5387052960;BARRA DO PIRAÍ;RJ;-22,4715;-43,8269;SOJA;ATIVA;MANÉ DO ARROZ;359,21
1585854255;9306573967;MURICI;AL;-9,30682;-35,9428;MAÇÃ;ATIVA;DONA LÚCIA DO ALGODÃO;359,87
9990065695;6350111450;IPUIÚNA;MG;-22,1013;-46,1915;SOJA;ATIVA;TONHÃO DO TRIGO;91,15
9707965734;7416414432;NOVA MARILÂNDIA;MT;-14,3568;-56,9696;MAÇÃ;ATIVA;MANÉ DO CAFÉ;114,14
1194682139;7826527646;PORTO FRANCO;MA;-6,34149;-47,3962;MAÇÃ;ATIVA;LURDINHA DO CAFÉ;12,63
9981122085;5526011087;UBATUBA;SP;-23,4332;-45,0834;MILHO;ATIVA;ROSINHA DA CEBOLA;148,44
7011844455;2406104127;GÁLIA;SP;-22,2918;-49,5504;MAÇÃ;ATIVA;ROSINHA DO ALGODÃO;206,01
2733794719;6300863129;FELÍCIO DOS SANTOS;MG;-18,0755;-43,2422;TRIGO;ATIVA;JOÃOZINHO DO ALGODÃO;158,08
4240687548;1465325360;BARRA DO CORDA;MA;-5,49682;-45,2485;MILHO;ATIVA;LURDINHA DO CAFÉ;221,62
1721593204;2121837873;CANDELÁRIA;RS;-29,6684;-52,7895;MAÇÃ;ATIVA;MARIAZINHA DO TOMATE;53,71
5804604048;4103986434;TABAPUÃ;SP;-20,9602;-49,0307;MAÇÃ;ATIVA;ZÉ DO MILHO;11,77
8396450636;4056197968;ALHANDRA;PB;-7,42977;-34,9057;MILHO;ATIVA;MANÉ DO TOMATE;442
4453047333;4556829624;ITIRAPUÃ;SP;-20,6416;-47,2194;BATATA;ATIVA;JUJU DA SOJA;395,72
4578749854;7378845998;VENTANIA;PR;-24,2458;-50,2376;MILHO;ATIVA;MARIAZINHA DO ARROZ;378,52
9136923421;1122150054;BELÉM DE MARIA;PE;-8,62504;-35,8335;SOJA;ATIVA;LURDINHA DA BATATA;128,68
2949017214;3474461223;ARROIO DO PADRE;RS;-31,4389;-52,4246;TRIGO;ATIVA;LURDINHA DO TOMATE;127,3
8445807193;7065350678;TATUÍ;SP;-23,3487;-47,8461;BATATA;ATIVA;ROSINHA DO CAFÉ;386,9
2559342565;3728019397;PILÕEZINHOS;PB;-6,84277;-35,531;TRIGO;ATIVA;ZÉ DA BATATA;175,22
3085874780;8155297921;LIBERATO SALZANO;RS;-27,601;-53,0753;MAÇÃ;ATIVA;SEU PEDRO DO MILHO;50,99
8357836055;6418878092;RIBEIRÃO BRANCO;SP;-24,2206;-48,7635;SOJA;ATIVA;DONA LÚCIA DO MILHO;148,78
8873119987;6431347142;PIRIPÁ;BA;-14,9444;-41,7168;TRIGO;ATIVA;DONA LÚCIA DO CAFÉ;357,68
4891917158;4604429076;APARECIDA DO RIO NEGRO;TO;-9,94139;-47,9638;MAÇÃ;ATIVA;ROSINHA DO TOMATE;336,15
5365049304;7999345387;GUARANI;MG;-21,3563;-43,0328;SOJA;ATIVA;LURDINHA DO MILHO;40,74
9189090187;1339528325;VARGEM GRANDE PAULISTA;SP;-23,5993;-47,022;MILHO;ATIVA;ZÉ DO ARROZ;222,36
7629055628;9584007175;SANTA MARIA DA SERRA;SP;-22,5661;-48,1593;MILHO;ATIVA;BETO DO ARROZ;335,07
4492864229;9457732852;CORIBE;BA;-13,8232;-44,4586;BATATA;ATIVA;JUJU DO TRIGO;59,9
9197855612;4326267053;PARACAMBI;RJ;-22,6078;-43,7108;MAÇÃ;ATIVA;DONA LÚCIA DO MILHO;146,83
8512850937;8051523563;SÃO JOÃO DE IRACEMA;SP;-20,5111;-50,3561;TRIGO;ATIVA;ZÉ DA SOJA;215,52
8265063810;8188684074;ALTO SANTO;CE;-5,50894;-38,2743;TRIGO;ATIVA;TONHÃO DA SOJA;443,53
3279896720;3382065822;DIVINA PASTORA;SE;-10,6782;-37,1506;BATATA;ATIVA;LURDINHA DO ARROZ;286,21
4572910945;9703257845;VALENÇA;BA;-13,3669;-39,073;TRIGO;ATIVA;CHIQUINHA SOJINHA;99,83
9304561379;8584745540;BORBOREMA;PB;-6,80199;-35,6187;TRIGO;ATIVA;JOÃOZINHO DA CEBOLA;108,61
8377994649;7004367884;GUIMARÂNIA;MG;-18,8425;-46,7901;MAÇÃ;ATIVA;MANÉ DO ARROZ;316,57
6436809788;1753075568;RIO CASCA;MG;-20,2285;-42,6462;SOJA;ATIVA;ZÉ DA SOJA;232,85
8701536286;6448070107;PACAJÁ;PA;-3,83542;-50,6399;TRIGO;ATIVA;DONA LÚCIA DO MILHO;279,07
9612136287;3480387019;VILA NOVA DOS MARTÍRIOS;MA;-5,18889;-48,1336;TRIGO;ATIVA;ZÉ DO ARROZ;485,03
1749008388;5461925916;BREJOLÂNDIA;BA;-12,4815;-43,9679;SOJA;ATIVA;LURDINHA DO ALGODÃO;211,03
5453812144;8220151125;ANAJÁS;PA;-0,996811;-49,9354;BATATA;ATIVA;ROSINHA DO CAFÉ;154,4
5743918244;8124694275;PETROLÂNDIA;SC;-27,5346;-49,6937;MAÇÃ;ATIVA;DONA LÚCIA DO ARROZ;483,83
7933094589;9864802510;TEOTÔNIO VILELA;AL;-9,91656;-36,3492;MILHO;ATIVA;SEU PEDRO DO CAFÉ;164,05
1940536370;7499765917;DIVINÓPOLIS DO TOCANTINS;TO;-9,80018;-49,2169;MAÇÃ;ATIVA;SEU PEDRO DO ARROZ;468,62
7629513088;5892849755;ITURAMA;MG;-19,7276;-50,1966;MILHO;ATIVA;ZÉ DO MILHO;466,96
9392481056;5932980895;MARCELÂNDIA;MT;-11,0463;-54,4377;MAÇÃ;ATIVA;JUJU DO ARROZ;217,2
9063022023;7861603368;MOMBUCA;SP;-22,9285;-47,559;MAÇÃ;ATIVA;SEU PEDRO DA CEBOLA;315,73
6243118720;4031671958;BELO CAMPO;BA;-15,0334;-41,2652;MILHO;ATIVA;JUJU DO TOMATE;84,06
7651904443;3207467065;VARGEÃO;SC;-26,8621;-52,1549;SOJA;ATIVA;JOÃOZINHO DA CEBOLA;139,37
6420766402;9781925440;TEÓFILO OTONI;MG;-17,8595;-41,5087;MAÇÃ;ATIVA;JUJU DO MILHO;173,68
6100556742;3021638548;LAJE DO MURIAÉ;RJ;-21,2091;-42,1271;TRIGO;ATIVA;CHIQUINHA DO ARROZ;230,74
8094057270;1976732302;BONITO;PE;-8,47163;-35,7292;SOJA;ATIVA;LURDINHA DO ARROZ;192,99
3299379430;3245399665;CAMPANÁRIO;MG;-18,2427;-41,7355;MAÇÃ;ATIVA;ROSINHA SOJINHA;308,01
7454516991;6935829859;SAMPAIO;TO;-5,35423;-47,8782;TRIGO;ATIVA;ROSINHA DO ARROZ;432,48
3618726937;3188175633;ABADIA DOS DOURADOS;MG;-18,4831;-47,3916;BATATA;ATIVA;LURDINHA DO CAFÉ;437,43
6094829462;8026839858;MADALENA;CE;-4,84601;-39,5725;SOJA;ATIVA;CHIQUINHA SOJINHA;36,74
2273199567;3712026294;PRINCESA ISABEL;PB;-7,73175;-37,9886;MAÇÃ;ATIVA;DONA LÚCIA DO MILHO;375,25
8399220432;3954779323;GOVERNADOR LUIZ ROCHA;MA;-5,47835;-44,0774;SOJA;ATIVA;CHIQUINHA SOJINHA;174,67
7955138297;2081970866;CAMALAÚ;PB;-7,88503;-36,8242;MAÇÃ;ATIVA;CHIQUINHA DA BATATA;422,43
